index,time,id,c-text
155499,Thu Nov 16 16:00:21 2023,25610,['Побеждаем без оружия секции самбо в НИЯУ МИФИ 75 лет 16 ноября празднуется Всероссийский день самбо Сегодня этому виду спорта исполняется 85 лет а секции самбо в НИЯУ МИФИ 75 лет Самбо или по другому самозащита без оружия было внесено в список официальных видов спорта 16 ноября 1938 года а 10 лет спустя секция самбо появилась и в нашем вузе и быстро стала одной из сильнейший в Советском Союзе С 1976 года НИЯУ МИФИ проводит Всероссийский турнир по самбо на приз Покорителей космоса который по праву считается одним из старейших и лучших в стране К тому же это единственный Всероссийский турнир среди мужчин в Москве Сегодня тренировки сборной команды НИЯУ МИФИ проводит главный тренер сборной России по самбо заслуженный мастер спорта чемпион мира по самбо заслуженный тренер РФ Михаил Мартынов Руководит сборной Рамакоти Равии Шрираджа выпускник НИЯУ МИФИ закончивший университет с красным дипломом и выполнивший норматив мастера спорта во время учёбы Студенты и аспиранты МИФИ становятся победителями и призерами чемпионатов и первенств Москвы России и Европы Некоторые из них входят или входили в составы сборных Москвы или России по самбо или дзюдо При этом место в самбо есть не только для профессионалов но и для всех студентов в секции занимается более 800 мифистов Самбо развивает не только физическую выносливость силу и ловкость но и эмоциональную устойчивость волю и целеустремленность Среди выпускников секции самбо НИЯУ МИФИ учёные спортсмены предприниматели политики И если самбо это национальное достояние России то для МИФИ это выражение справедливо вдвойне Поздравляем всех самбистов с профессиональным праздником и желаем больших спортивных побед']
155599,Thu Nov 16 12:06:13 2023,25609,['Делегация НИЯУ МИФИ завершила поездку в Малайзию в рамках проходившей в Куала Лумпуре Совместной Российско Малайзийской комиссии по экономическому научно техническому и культурному сотрудничеству МИФИ начал сотрудничество с МРАНТИ Малайзийским исследовательским акселератором технологий и инноваций оказывающий поддержку технологическим стартапам на всех этапах жизненного цикла проекта идея прикладное исследование прототипирование и тестирование масштабирование и коммерциализация МИФИ планирует сотрудничать с кластерами микроэлектроники умного производства биотехнологий агротехнологий 5G акселератора МРАНТИ По результатам посещения акселератора Министром науки и высшего образования Валерием Фальковым НИЯУ МИФИ поручено координировать взаимодействие российских университетов участников проекта Передовые инженерные школы с технологическими компаниями и акселераторами Малайзии и других стран Юго Восточной Азии работающих в МРАНТИ Также в Куала Лумпуре состоялись переговоры делегации НИЯУ МИФИ и подписание протокола совещания с компанией CREATE TEQ SDN BHD MALAYSIA которая входит в состав частно государственной технологической группы компаний специализирующейся на высокотехнологичных разработках и интеграции Стороны договорились начать сотрудничество по Совместным исследованиям и тренинги по актуальным научным направлениям стажировкам российских и малайзийских магистрантов и аспирантов обучающихся по высокотехнологичным направлениям в том числе в области ядерной медицины и микроэлектроники а также организации летних школ в России для лучших школьников Малайзии в области физико математических и технических дисциплин']
155699,Thu Nov 16 10:23:08 2023,25606,['Друзья напоминаем что продолжается регистрация на club207290405 Всероссийский инженерный конкурс Победа во Всероссийском инженерном конкурсе это инвестиция в будущее и карьерное развитие Победители призеры и лауреаты Получат преимущества при поступлении на следующий уровень образования в 127 университетах Будут включены в государственный информационный ресурс как специалисты проявившие выдающиеся способности Помимо этого победители и призеры отборочной площадки ГК Росатом получат денежные призы в размере 100 000 рублей Подать заявку можно на сайте vikrf ru ВИК до 1 декабря 2023 года']
155799,Wed Nov 15 18:09:00 2023,25599,['10 ноября во Всемирный день науки госкорпорация Росатом провела международную викторину Atomic Quiz Это глобальный просветительский проект в котором вопросы задавались на 13 языках а офлайн участники одновременно соревновались в 9 студиях по всему миру Центральной площадкой события стал павильон АТОМ ВДНХ откуда велось вещание по всему миру Не обошлось из без мифистов ведущей викторины на английском языке стала студентка ИЯФиТ НИЯУ МИФИ Ротхана Серей Хор а ответы на вопросы озвучил и объяснил доцент ИЯФиТ и старший научный сотрудник Экспериментального комплекса НЕВОД Егор Задеба Кстати вы знали что самый старый действующий реактор АЭС в мире находится в Швейцарии']
155899,Wed Nov 15 17:56:27 2023,25598,['На этот раз о том почему его личный выбор пал на профессию преподавателя мы спросили одного из ветеранов нашего университета Владимира Решетова профессора НИЯУ МИФИ Владимир Николаевич также оставил пожелания своим коллегам']
155999,Wed Nov 15 17:17:00 2023,25596,['Университетская мода какая она Сегодня разнообразная и свободная позволяющая молодым людям выражать свою индивидуальность и стиль Однако до ХХ века история студенчества была часто историей униформы Собрали для вас несколько интересных фактов из истории студенческой моды']
156099,Wed Nov 15 13:36:00 2023,25593,['Вниманию поступающих 10 декабря в НИЯУ МИФИ состоится День открытых дверей 10 декабря с 11 00 до 16 00 Москва Каширское шоссе 31 Подробная программа мероприятия будет опубликована позднее Регистрация it mephi ru webform 1487 Для прохода на территорию университета необходим оригинал паспорта Информация об институтах и факультетах доступна на сайте open mephi ru Ждём Вас в НИЯУ МИФИ']
156199,Wed Nov 15 10:01:19 2023,25590,['Прогноз на ситуацию в МИФИ сегодня в связи с отключением отопления Кстати мифисты сняли смешной видеоролик как студент ищет аудиторию Б 100 vk cc csnNKc']
156299,Tue Nov 14 18:17:20 2023,25589,['19 ноября отметят свой профессиональный праздник преподаватели высшей школы Дата выбрана не случайно именно 19 ноября родился великий учёный основатель Московского государственного университета Михаил Ломоносов Мы спросили самого молодого преподавателя нашего университета Евгению Сапронову почему она выбрала своей профессией именно преподавание Ну а ещё Евгения передала пожелания к празднику своим коллегам лицамифи Участвуем в проекте МойУниверПреподаватели от club167915299 Минобрнауки России']
156399,Tue Nov 14 17:40:40 2023,25588,['Хотите стать участником Игр будущего но ещё не знаете про фиджитал спорт Приходите на первое занятие Мы расскажем и покажем Что такое фиджитал спорт и как он появился Как устроен фиджитал спорт в России Какие дисциплины включает международный турнир Игры будущего О перспективах фиджитал спорта и подготовке специалистов нового формата На всякий случай фиджитал спорт есть и в НИЯУ МИФИ Регистрируйтесь vk cc csn8br и приходите на открытый фиджитал урок Завтра 15 ноября в 15 00 конференц зал Студенческого офиса МИФИ']
156499,Tue Nov 14 17:12:50 2023,25587,['Давно не было рубрики победымифистов Рассказываем мифисты стали по победителями на Первенстве Москвы по самбо На Первенстве Москвы среди спортсменов до 20 лет по боевому самбо победил студент НИЯУ МИФИ Никита Кирьянов Он учится на первом курсе club127643835 ИИКС На соревнованиях Никита уверенно одержал победу в весовой категории до 98 кг и занял первое место На первенстве Москвы среди спортсменов до 20 лет по спортивному самбо в весовой категории до 98 кг победил первокурсник club46006621 ИФТЭБ Иван Титинкин Серебряным призером стал Иван Емельяненко который тоже учится в ИФТЭБ Прекрасно выступили на соревнованиях также мифисты Кирилл Махнев и Денис Фролов Они одержали достаточное количество побед для присвоения очередного спортивного разряда Студенты победители из МИФИ являются членами сборной команды Москвы и России Пожелаем им успехов на первенствах России по самбо и дзюдо и на международных соревнованиях']
156599,Tue Nov 14 09:39:40 2023,25584,['В октябре состоялся форум Микроэлектроника 2023 О том как он прошёл для НИЯУ МИФИ мы писали в посте А послушать о том какие технологии разрабатывают учёные мифисты конкретно процессоры можно в выпуске видеоблога Максима Горшенина наукамифи']
156699,Mon Nov 13 20:33:00 2023,25582,['Уже завтра заканчивается регистрация на олимпиаду club154631231 Я профессионал Принять участие в Олимпиаде могут действующие студентов вузов которые учатся по образовательным программам бакалавриата специалитета магистратуры базового и специализированного высшего образования Форма обучения при этом может быть любая очная очно заочная заочная Если вы уже участвовали ранее то для регистрации можно использовать уже имеющийся аккаунт А если в прошлом году стали победителем или призером то поздравляем вам уже доступен билет в финал Сразу после регистрации вам станут доступны демоверсии отборочных этапов выбранных направлений А что дальше Переходите по ссылке и регистрируйтесь']
156799,Mon Nov 13 16:56:00 2023,25579,['С 4 по 6 ноября в Калужской области состоялся Слёт студенческих отрядов НИЯУ МИФИ который собрал бойцов и командные составы Студенческих отрядов из Москвы Обнинска Балаково Волгодонска Новоуральска Сарова и Снежинска На линейке открытия двум новым отрядам штаба нашего университета прошедшим первую целину отряду культурного десанта Резонанс и отряду проводников Гамма торжественно вручили отрядные знамена Студенческие отряды это не только ударный труд это особая неповторимая атмосфера романтики и отрядные традиции вечером собравшись вокруг жаркого пламени костра бойцы пели под аккомпанемент гитар делились историями с целины жарили сосиски и обсуждали планы на будущее Одной из основных задач Слёта стала разработка предложений к плану развития студенческих отрядов атомной отрасли в НИЯУ МИФИ на срок до 2030 года что было отражено в итоговой резолюции']
156899,Mon Nov 13 13:29:00 2023,25572,['В НИЯУ МИФИ подходит к концу юбилейный год и в связи с его окончанием хочется рассказать об истории еще некоторых важнейших подразделений нашего университета Герой нашего сегодняшнего рассказа кафедра 5 теоретической и экспериментальной физики ядерных реакторов И для разговора о ней есть повод 24 ноября исполняется 120 лет со дня рождения основателя кафедры выдающегося физика Александра Лейпунского историямифи']
156999,Mon Nov 13 09:37:16 2023,25568,['Возвращаемся в рабочую неделю с традиционным дайджестом мероприятий С 11 по 15 ноября VIII международный Инженерно физические технологии биомедицины 13 ноября Старт математической школы Начало занятий в 18 00 14 ноября встреча с представителями АвтоВАЗА 15 30 НЛК Актовый зал 2 этаж 14 ноября Open Talk с выпускником МИФИ Дмитрием Рубиным в рамках Бизнес Клуба 18 00 Конференц зал Студенческого офиса Регистрация vk cc cskbO4 С 14 ноября старт курса Переходи на зеленый экологичные решения в жизни бизнесе и технологиях Регистрация vk cc cskbuR Телеграм канал курса t me letsgo green С 14 по 16 ноября форум 18 ноября Встреча Книжного клуба 18 00 библиотека НИЯУ МИФИ Регистрация it mephi ru webform 1484 19 ноября географический диктант 2023 12 00 Б 100 Регистрация it mephi ru webform 1482']
157099,Sun Nov 12 18:29:00 2023,25566,['Стартовал Грантовый конкурс Фонда Владимира Потанина для преподавателей очной магистратуры Прием заявок на конкурс продлится до 23 59 мск 7 декабря 2023 г Консультация по подаче документов состоится 15 ноября 2023 Победители Конкурса получат грант на реализацию проектов по совершенствованию их образовательных продуктов для более современной подготовки выпускников Размер гранта до 500 тысяч рублей Срок реализации проектов ровно 12 двенадцать месяцев Подробнее о конкурсе fondpotanin ru competitions professors grants Телеграм канал Грантового конкурса t me vpf prof']
157199,Sun Nov 12 11:39:10 2023,25563,['Итоги Интегрируй 1 место НИЯУ МИФИ 2 место МГУ им Ломоносова 3 место НИУ ВШЭ МИЭМ В номинации Большая игра победила команда МФТИ В номинации Блиц победа досталась СПбПУ Политех В Капитанском конкурсе первым стал Артем Хапилов НИТУ МИСиС Награждая победителей директор Института ЛаПлаз НИЯУ МИФИ Андрей Кузнецов признался что с огромным интересом следил за конкурсом Я сам не математик и даже не физик теоретик я экспериментатор То что я сегодня наблюдал в течение трёх часов было для меня как смотреть балет если ты не читал либретто Но ваш балет был классный и все участники были примами Напряжение было таким что казалось от воздуха можно заряжать смартфоны Поздравляю всех Запись чемпионата тем кто вчера не смог присоединиться к трансляции или хочет еще раз насладиться красотой игры Призы победителям предоставлены спонсором чемпионата компанией ИНГОССТРАХ']
157299,Sun Nov 12 09:47:00 2023,25562,['С 14 по 16 ноября в МИФИ пройдет форум НИЯУ МИФИ мероприятие для старта вашей карьеры которое подойдёт как студентам 1 2 курсов так и студентам старших курсов а также магистратуры В программе Форума вас ждёт Стендовая сессия работодателей Собеседования в очном или онлайн формате с призами от работодателей Ещё больше вакансий Присоединяйтесь к телеграм каналу Карьерного клуба чтобы не пропустить информацию о форуме']
157399,Sat Nov 11 12:41:00 2023,25559,['Сегодня в 15 00 состоится l Всероссийский межвузовский чемпионат по скоростному интегрированию Интегрируй Скоро команды вступят в борьбу за звание лучших в вычислении интегралов Хотите понаблюдать за ходом конкурса поболеть за его участников и попробовать угадать какая команда станет победителем Присоединяйтесь к сообществу club223130490 Интегрируй в социальной сети ВКонтакте Скоро будет опубликован пост с участниками и вы сможете сделать свой прогноз Тот кто первым оставит верный ответ под этим списком получит приз Финальный этап начнется сегодня в 19 15 а результаты будут объявлены в 20 30']
157499,Sat Nov 11 09:42:00 2023,25558,['На сайте олимпиады club154631231 Я профессионал опубликовано расписание yandex ru profi timetable отборочного этапа олимпиады Участники могут выбрать удобные дату и время прохождения этапа из предложенных в расписании Сообщать о своем выборе не нужно достаточно 1 В назначенное время зайти в личный кабинет 2 Перейти на вкладку Мои направления 3 Приступить к выполнению заданий Доступ к соревнованиям появится в личном кабинете в каждом направлении отдельно Ссылки открываются накануне старта соревнований Резервных дней не предусмотрено у каждого участника олимпиады будет только одна попытка чтобы пройти отборочный этап Не забывайте делать поправку на часовые пояса в расписании указано московское время Ниже приводится расписание направлений олимпиады где вузом организатором является НИЯУ МИФИ Безопасность информационных систем и технологий критически важных объектов С 00 00 18 ноября по 23 59 27 ноября Ядерные физика и технологии С 0 00 21 ноября по 23 59 25 ноября С 0 00 26 ноября по 23 59 30 ноября С 0 00 1 декабря по 23 59 3 декабря Лазерные плазменные и радиационные технологии С 00 00 22 ноября по 23 59 27 ноября Нанотехнологии в электронике и радиофотонике С 00 00 24 ноября по 23 59 29 ноября Технологии медицины будущего С 00 00 25 ноября по 23 59 29 ноября']
157599,Fri Nov 10 20:00:25 2023,25556,['Что это такое Современное искусство Почти Современное научное искусство Учёные club142173315 ИФИБ НИЯУ МИФИ изучают повреждения ДНК под действием радиации Метод ДНК комет позволяет увидеть повреждения структуры ДНК в клетках не только человека но и любого живого организма при воздействии негативных факторов например радиации На снимках пример визуализации методом ДНК комет фрагментов ДНК двустворчатых моллюсков Unio pictorum Неповрежденные фрагменты видны как плотное ядро кометы А у облученных моллюсков молекула ДНК образует хорошо выраженные хвосты комет из за глубокой деградации генома и миграции низкополимерных фрагментов ДНК']
157699,Fri Nov 10 19:06:00 2023,25555,['7 ноября исполнилось 125 лет со дня рождения одного из выдающихся руководителей советской атомной отрасли министра среднего машиностроения СССР в 1957 1986 годах Ефима Павловича Славского В СМИ к этому событию подготовлен ряд интересных материалов Проект посвященный памяти Ефима Славского реализован на сайте Российской газеты rg ru articles slavsky125 здесь можно не только ознакомиться с биографией министра включая некоторые малоизвестные факты но и посмотреть видеосюжеты в том числе уникальные архивные видеовоспоминания самого Ефима Павловича А завтра 11 ноября в 13 10 на Первом канале состоится показ vk cc cseYil документального фильма Ефим Славский Титан атомного века Информацией о Ефиме Павловиче для фильма поделился профессор НИЯУ МИФИ Николай Кудряшов Кстати у Николая Алексеевича есть биографические труды про Ефима Павловича Славского Славский Е П Мемориальный кабинет Атомный министр Ефим Славский']
157799,Fri Nov 10 13:07:00 2023,25553,['Нужны мосты между разными типами рациональности В НИЯУ МИФИ прошёл опрос студентов в ходе которого были оценены педагогические навыки преподавателей В числе топ 50 педагогов университета получивших высшие оценки по данным опроса иерей Владимир Шмалий преподающий в университете ряд гуманитарных дисциплин таких как введение в эстетику и философия религии Владимир Шмалий богослов кандидат богословия ранее занимавший посты секретаря Синодальной Библейско Богословской комиссии проректора Общецерковной аспирантуры и докторантуры и проректора Московской духовной академии по научно богословской работе При этом Владимир Владимирович выпускник МФТИ С Владимиром мы беседуем о том как стать теологом окончив Физтех о диалоге науки и религии и о секретах преподавательского мастерства Читайте интервью на нашей странице в Дзене vk cc cseFTq лицамифи']
157899,Fri Nov 10 12:34:59 2023,25552,['В Снежинске прошла Всероссийская кадетская школа а в Лесном первая инженерная кадетская смена ЯПрофи С 29 октября по 3 ноября 2023 года СФТИ НИЯУ МИФИ впервые стал площадкой проведения Всероссийской кадетской школы и во второй раз провел Слёт Уральского кадетского атомного образовательного кластера Более 60 учащихся 13 кадетских корпусов знакомились с историей Снежинска ведущими предприятиями ядерного оружейного комплекса проходили профпробы по востребованным в отрасли профессиям и компетенциям участвовали в профтестировании конкурсах и квестах Практически в это же время с 29 октября по 5 ноября в Лесном прошла первая инженерная кадетская смена ЯПрофи В ней приняла участие команда Предуниверситария НИЯУ МИФИ состоящая из 10 учащихся Университетских лицеев 1511 и 1523 Организатором мероприятия выступил Технологический институт НИЯУ МИФИ при поддержке Госкорпорации Росатом В течение пяти дней лицеисты проходили обучение работали в командах и соревновались в решении инженерных кейсов по компетенциям Изготовление прототипов Промышленная автоматика и электроника Программирование и Роботрек']
157999,Fri Nov 10 09:14:46 2023,25546,['Сегодня празднуется Всемирный день науки за мир и развитие который призван подчеркнуть значимость научных достижений необходимость в сотрудничестве между учёными всего мира а также обратить внимание на вызовы с которыми сталкивается научное сообщество Учёные НИЯУ МИФИ в числе тех кто своими идеями и их воплощением делает значимый вклад в развитие человечества Желаем успехов в научных изысканиях и неисчерпаемого вдохновения стремиться к новым открытиям и изобретениям А будущим учёным тем кто уже ступил на бесконечный путь познания пожелаем интересного пути через неизведанное Пусть увлеченность наукой никогда не угасает И помните Дорогу осилит идущий']
158099,Thu Nov  9 20:34:00 2023,25543,['Лицеи Предуниверситария НИЯУ МИФИ победили на олимпиаде Интеллектуальный марафон С 3 по 9 ноября на базе Института физики высоких энергий в наукограде Протвино проходила XXX Юбилейная олимпиада Интеллектуальный марафон организованная Международным Интеллект Клубом Глюон Призовые места на олимпиаде заняли команды лицеев Предуниверситария НИЯУ МИФИ Несколько дней ребята соревновались с достойными соперниками в командных и индивидуальных турах по математике и физике Команда учащихся лицея 1511 заняла на командном этапе олимпиады 1 место Второе место по итогам командного этапа Олимпиады заняла команда лицея 1523 Предуниверситария НИЯУ МИФИ Андрей Бедняк 11В занял второе место в индивидуальном этапе получив малую серебряная медаль в номинациях Математика и Физика и большую серебряную медаль в номинации История математики и физики Полина Бакай 11А была удостоена персонального подарка от организаторов марафона за решенную задачу по математике которую почти никто не решил Поздравляем']
158199,Thu Nov  9 17:57:00 2023,25542,['Сотрудники НИЯУ МИФИ приняли участие в Девятой международной научно практической конференции Региональной антитеррористической структуры Шанхайской организации сотрудничества РАТС ШОС Доверие сотрудничество и профессионализм как залог безопасного будущего Мероприятие проходило с 7 по 8 ноября в Ташкенте С докладами выступили представители ИФТЭБ Владислав Красинский Павел Леонов и Николай Морозов']
158299,Thu Nov  9 17:01:33 2023,25541,['Второй выпуск шоу Ядерный успех уже вышел Гостями выпуска стали Александр Пархоменко управляющий директор директор департамента блока Технологии ПАО Сбербанк Евгений Сжёнов научный руководитель Экспертно аналитического центра Научно образовательная политика Эвелина Корольчук старший координатор по работе с блогерами проекта ТопБЛОГ президентской платформы АНО Россия страна возможностей Смотрите Ядерный успех чтобы узнать про карьерные возможности и подходы для личностного развития Если пропустили выпуск при участии ректора НИЯУ МИФИ то самое время посмотреть и его Шоу подготовлено НИЯУ МИФИ совместно с АНО РСВ и VK при поддержке программы развития университета Приоритет 2030']
158399,Thu Nov  9 13:54:24 2023,25535,['Друзья напоминаем что в эту субботу в НИЯУ МИФИ состоится l Всероссийский межвузовский чемпионат по скоростному интегрированию Интегрируй В конкурсе примут участие 74 студента представляющих 13 вузов из 6 регионов России включая НИЯУ МИФИ НИТУ МИСИС МИЭМ МГТУ им Баумана ВШЭ и Томский госуниверситет Регистрация для участников уже закрыта но вы можете посетить чемпионат в качестве зрителя или болельщика а также присоединиться к просмотру трансляции ссылкой поделимся позже Интересные материалы и информацию по чемпионату можно найти в club223130490 сообществе ВКонтакте Спонсором Чемпионата является компания Ингосстрах лучший работодатель для молодежи в страховой сфере по версии Changellenge Best Company Award']
158499,Thu Nov  9 11:31:57 2023,25534,['Осторожно легендарный выпуск подкаста Код МИФИста Настоятельно рекомендуем послушать его чтобы больше узнать о выдающимся учёном чьи исследования и открытия изменили мир выпускником МИФИ 1956 года научном руководителе Лаборатории ядерных реакций ОИЯИ академике РАН Юрии Цолаковиче Оганесяне Юрий Цолакович является автором открытия нового класса ядерных реакций холодного слияния массивных ядер под руководством которого в ОИЯИ впервые в мире синтезированы 11 новых элементов а один из них 118 й был назван в честь своего первооткрывателя Оганесоном Бессменный ведущий подкаста Егор Задеба доцент НИЯУ МИФИ старший научный сотрудник экспериментального комплекса НЕВОД Послушать 1 серия Яндекс Музыка vk cc cseeeB Apple Podcasts vk cc cseehp Spotify vk cc cseepq 2 серия Яндекс Музыка vk cc cseeqM Apple Podcasts vk cc cseerX Spotify vk cc cseevi Код МИФИста подкастымифи лицамифи']
158599,Thu Nov  9 09:08:00 2023,25532,['С 13 ноября по 1 декабря в НИЯУ МИФИ пройдёт III Математическая студенческая школа 2023 В этом году на Школе представлены три секции Дискретная математика и её приложения Введение в биоинформатику Алгебраические структуры и их физические приложения Регистрация it mephi ru webform 1469 доступна до 12 ноября Начало занятий в 18 00 Формат смешанный занятия в очном и дистанционном формате Будет доступна трансляция очных занятий По итогам обучения в секции участники получат сертификат По всем вопросам VYSavin ru']
158699,Wed Nov  8 20:34:00 2023,25530,['Можно ли монетизировать заботу о природе Как скоро истощатся ресурсы на Земле Может ли ИИ спасти нашу планету Если вы задумывались над этим приходите завтра 9 ноября на ЭкоНетворкинг с основателями компании Зелёный драйвер и представителями Госкорпорации Росатом Вы сможете поделиться своими идеями задать интересующие вопросы и даже найти поддержку для своего проекта 9 ноября 18 00 Конференц зал Студенческого офиса НИЯУ МИФИ Регистрация clck ru 36JPUk На встрече будет кофе брейк в экоформате поэтому не забудьте взять с собой многоразовый стаканчик Встреча проходит в рамках образовательного курса Переходи на зелёный экологичные решения в жизни бизнесе и технологиях после прохождения которого у вас будет возможность получить сертификат от Росатома Подробная информация в телеграм канале курса t me letsgo green']
158799,Wed Nov  8 18:47:00 2023,25529,['С 11 по 15 ноября club142173315 ИФИБ НИЯУ МИФИ проводит VIII Международный симпозиум Инженерно физические технологии биомедицины В рамках симпозиума будет работать одноименная школа для студентов молодых учёных и специалистов деятельность которых связана с медициной и науками о жизни Место проведения Москва Каширское шоссе д 64 Язык мероприятия английский Коллеги из ИФИБ составили для участников симпозиума 1 Зарегистрироваться до 9 ноября it mephi ru webform 1033 2 При регистрации в качестве участника постерной сессии прислать Тезис формат RTF вашего доклада ответным письмом на адрес PhysBioSymp ru Тема письма Abstract PhysBioSymp2023 your name poster 3 Подготовить документы разрешающие публикацию тезиса По возможности сканы документов необходимо также отправить на PhysBioSymp ru до 11 ноября Тезисы докладов будут опубликованы в сборнике симпозиума в электронном виде Участники получат право опубликовать статьи в сборнике конференции индексируемом в базе SCOPUS']
